district_name,state,nces_id,url,any_link_found,n_links_found
manila school district,arkansas,0500046,http://mps.crsc.k12.ar.us,FALSE,0
marion school district,arkansas,0509390,http://www.msd3.org,FALSE,0
marked tree school district,arkansas,0509420,http://mtree.crsc.k12.ar.us,FALSE,0
mayflower school district,arkansas,0509540,http://mayflowerschools.info,FALSE,0
mccrory school district,arkansas,0509600,http://mccrory.k12.ar.us,FALSE,0
melbourne school district,arkansas,0509720,http://bearkatz.k12.ar.us,FALSE,0
midland school district,arkansas,0500020,http://midland.k12.ar.us,TRUE,2
mineral springs school dist.,arkansas,0509780,http://mssd2.k12.ar.us,FALSE,0
monticello school district,arkansas,0509840,http://www.billies.org,FALSE,0
mountain home school district,arkansas,0500043,http://bombers.k12.ar.us,FALSE,0
mountainburg school district,arkansas,0510260,http://www.mountainburg.com,FALSE,0
mulberry school district,arkansas,0510290,http://www.mpvschools.com,TRUE,1
n. little rock school district,arkansas,0510680,http://www.nlrsd.org,TRUE,2
nemo vista school district,arkansas,0510410,http://nemo.k12.ar.us,FALSE,0
nettleton school district,arkansas,0510440,http://nettleton.ar.schoolwebpages.com,FALSE,0
nevada school district,arkansas,0500030,http://www.nevadaschooldistrict.net,FALSE,0
palestine-wheatley sch. dist.,arkansas,0500051,http://www.pwsd.k12.ar.us,FALSE,0
pangburn school district,arkansas,0511070,http://tigers.k12.ar.us,FALSE,0
paragould school district,arkansas,0500017,http://paragould.k12.ar.us,FALSE,0
pea ridge school district,arkansas,0503030,http://www.prs.k12.ar.us,TRUE,1
perryville school district,arkansas,0511340,http://mustangs.k12.ar.us,FALSE,0
pine bluff lighthouse academy,arkansas,0500406,http://www.lighthouse-academies.org/PBLCS.htm,FALSE,0
poyen school district,arkansas,0511730,http://www.poyenschool.com,TRUE,1
prairie grove school district,arkansas,0511760,http://pgtigers.org,FALSE,0
pulaski co. spec. school dist.,arkansas,0511850,http://www.pcssd.org,TRUE,1
rector school district,arkansas,0504370,http://rector.k12.ar.us,FALSE,0
responsive ed solutions northwest ark classical academy,arkansas,0500409,http://nwaclassical.com/,TRUE,1
responsive ed solutions premier high school of little rock,arkansas,0500408,http://premierhighschools.com/premier-high-school-of-little-rock/,FALSE,0
rogers school district,arkansas,0511970,http://www.rogers.k12.ar.us,FALSE,0
salem school district,arkansas,0512090,http://www.salemschools.net,TRUE,1
searcy county school district,arkansas,0509480,http://scsd.info,TRUE,1
searcy school district,arkansas,0512210,http://www.searcyschools.org,TRUE,1
sheridan school district,arkansas,0500015,http://www.sheridanschools.org,FALSE,0
siloam springs school district,arkansas,0512450,http://sssd.k12.ar.us/public/,TRUE,2
so. conway co. school district,arkansas,0512520,http://sccsd.org,FALSE,0
south side school district,arkansas,0512570,http://ssbb.k12.ar.us,FALSE,0
spring hill school district,arkansas,0512630,http://springhill.k12.ar.us,FALSE,0
star city school district,arkansas,0500028,http://www.starcityschools.com,TRUE,1
stuttgart school district,arkansas,0512960,http://www.stuttgartschools.org,TRUE,2
valley springs school district,arkansas,0513350,http://valley.k12.ar.us,FALSE,0
valley view school district,arkansas,0513380,http://blazers.k12.ar.us/,FALSE,0
van buren school district,arkansas,0513410,http://www.vbsd.us,TRUE,1
vilonia school district,arkansas,0513530,http://vilonia.k12.ar.us,FALSE,0
viola school district,arkansas,0513560,http://violaschool.k12.ar.us,FALSE,0
waldron school district,arkansas,0513680,http://waldron.k12.ar.us,FALSE,0
west fork school district,arkansas,0514010,http://www.westforkschools.org,FALSE,0
western yell co. school dist.,arkansas,0500041,http://wolverines.k12.ar.us,FALSE,0
westside cons. school district,arkansas,0504020,http://www.WestsideSchools.org,TRUE,1
westside school district,arkansas,0514020,http://westsiderebels.net,TRUE,1
white hall school district,arkansas,0514140,http://www.whitehallsd.org,TRUE,2
woodlawn school district,arkansas,0514400,http://bears.k12.ar.us,FALSE,0
wynne school district,arkansas,0514430,http://wynne.k12.ar.us,FALSE,0
abc unified,california,0601620,http://www.abcusd.k12.ca.us,TRUE,2
acalanes union high,california,0601650,http://www.acalanes.k12.ca.us,TRUE,2
ackerman charter,california,0601680,http://www.ackerman.k12.ca.us,FALSE,0
acton-agua dulce unified,california,0600001,http://www.aadusd.k12.ca.us,TRUE,1
adelanto elementary,california,0601710,http://www.aesd.net,FALSE,0
alameda county office of education,california,0691051,http://www.acoe.org,TRUE,4
alameda unified,california,0601770,http://www.alameda.k12.ca.us,TRUE,5
albany city unified,california,0601860,http://www.ausdk12.org,TRUE,2
alexander valley union elementary,california,0601890,http://www.alexandervalleyusd.org,FALSE,0
alhambra unified,california,0600153,http://www.ausd.us,TRUE,1
alisal union,california,0601950,http://www.alisal.org,TRUE,3
alpaugh unified,california,0602010,http://www.tcoe.org/districts/alpaugh.shtm,FALSE,0
alpine union elementary,california,0602100,http://www.alpineschools.net,TRUE,2
alta loma elementary,california,0602160,http://www.alsd.k12.ca.us,TRUE,4
alta vista elementary,california,0602220,http://www.altavistaesd.org,TRUE,1
alta-dutch flat union elementary,california,0602250,http://www.alta.k12.ca.us,FALSE,0
alum rock union elementary,california,0602310,http://www.arusd.org,TRUE,3
alview-dairyland union elementary,california,0602360,http://www.adusd.k12.ca.us,TRUE,1
alvord unified,california,0602430,http://www.alvord.k12.ca.us,TRUE,4
anaheim elementary,california,0602610,http://www.anaheimelementary.org,FALSE,0
anaheim union high,california,0602630,http://www.auhsd.us,TRUE,2
anderson union high,california,0602700,http://www.auhsd.net,TRUE,1
anderson valley unified,california,0602730,http://www.avusd.k12.ca.us,FALSE,0
antelope elementary,california,0602760,http://aesd-ca.schoolloop.com,TRUE,2
antelope valley union high,california,0602820,http://www.avdistrict.org,TRUE,2
antioch unified,california,0602850,http://www.antioch.k12.ca.us,TRUE,3
apple valley unified,california,0600017,http://www.avusd.org,TRUE,1
arcata elementary,california,0603000,http://arcataschooldistrict.org/,FALSE,0
arcohe union elementary,california,0603060,http://www.arcohe.net,TRUE,1
aromas - san juan unified,california,0691136,http://www.asjusd.k12.ca.us,FALSE,0
arvin union,california,0603270,http://www.arvinschools.com,TRUE,3
atascadero unified,california,0603300,http://www.atasusd.org,TRUE,1
atwater elementary,california,0603420,http://www.aesd.edu,FALSE,0
auburn union elementary,california,0603480,http://www.auburn.k12.ca.us,TRUE,4
azusa unified,california,0603600,http://www.azusa.org,FALSE,0
baker valley unified,california,0603610,http://www.baker.k12.ca.us,FALSE,0
bakersfield city,california,0603630,http://www.bcsd.com,TRUE,2
baldwin park unified,california,0603690,http://www.bpusd.net,FALSE,0
ballard elementary,california,0603720,http://www.ballardschool.org,FALSE,0
ballico-cressey elementary,california,0603750,http://www.ballicocressey.com,TRUE,2
banning unified,california,0603840,http://www.banning.k12.ca.us,FALSE,0
banta elementary,california,0603870,http://bantaesd.net,TRUE,7
bass lake joint union elementary,california,0604080,http://www.basslakeschooldistrict.com,TRUE,2
bassett unified,california,0604110,http://www.bassettusd.org,FALSE,0
bayshore elementary,california,0604200,http://www.thebayshoreschool.org,TRUE,2
bear valley unified,california,0604230,http://www.bearvalleyusd.org,TRUE,1
beardsley elementary,california,0604260,http://www.beardsleyschool.org,FALSE,0
beaumont unified,california,0604290,http://www.beaumontusd.k12.ca.us,FALSE,0
bella vista elementary,california,0604350,http://www.bveagles.com,FALSE,0
belleview elementary,california,0604500,http://www.belleview.k12.ca.us,FALSE,0
bellevue union,california,0604380,http://www.busd.org/,TRUE,6
bellflower unified,california,0604440,http://www.busd.k12.ca.us,TRUE,1
belmont-redwood shores elementary,california,0604530,http://www.brssd.org,FALSE,0
benicia unified,california,0604620,http://www.beniciaunified.org,TRUE,1
bennett valley union elementary,california,0604650,http://www.bvusd.org,FALSE,0
berkeley unified,california,0604740,http://www.berkeleyschools.net,TRUE,2
berryessa union elementary,california,0604800,http://www.berryessa.k12.ca.us,FALSE,0
beverly hills unified,california,0604830,http://www.bhusd.org,TRUE,1
big oak flat-groveland unified,california,0691137,http://www.bigoakflatgrovelandusd.org,FALSE,0
big pine unified,california,0604950,http://bigpineschools.org,FALSE,0
big springs union elementary,california,0604980,http://www.bgsp.k12.ca.us,TRUE,4
big sur unified,california,0600031,http://bigsurunified.org,FALSE,0
big valley joint unified,california,0605010,http://www.bigvalleyschool.org,TRUE,2
biggs unified,california,0605040,http://www.biggs.org,TRUE,3
bishop unified,california,0601409,http://www.bishopschools.org,TRUE,1
black butte union elementary,california,0605220,http://www.blackbutteschool.org,FALSE,0
black oak mine unified,california,0605240,http://www.bomusd.org,FALSE,0
blochman union elementary,california,0605280,http://blochmanusd.org,FALSE,0
blue lake union elementary,california,0605400,http://www.humboldt.k12.ca.us/bluelake,TRUE,3
bonita unified,california,0605610,http://www.bonita.k12.ca.us,TRUE,2
bonny doon union elementary,california,0605640,http://www.bonnydoon.santacruz.k12.ca.us,FALSE,0
bonsall unified,california,0601426,http://www.bonsallusd.com,TRUE,1
borrego springs unified,california,0605700,https://www.bsusd.net/,TRUE,1
brawley elementary,california,0605790,http://www.besd.org,FALSE,0
brawley union high,california,0605820,http://www.brawleyhigh.org,FALSE,0
brea-olinda unified,california,0605880,http://www.bousd.k12.ca.us,TRUE,1
brentwood union elementary,california,0605910,http://www.brentwood.k12.ca.us,TRUE,2
bret harte union high,california,0605940,http://bhuhsd-ca.schoolloop.com/,TRUE,1
briggs elementary,california,0606030,http://www.briggsesd.org,TRUE,5
brisbane elementary,california,0606060,http://www.brisbanesd.org,TRUE,1
brittan elementary,california,0606090,http://www.brittan.k12.ca.us,TRUE,3
buckeye union elementary,california,0606270,http://www.buckeyeusd.org,FALSE,0
buellton union elementary,california,0606330,http://www.buelltonusd.org,TRUE,2
buena park elementary,california,0606360,http://www.bpsd.k12.ca.us,TRUE,1
buena vista elementary,california,0606420,https://www.pbvusd.k12.ca.us/buenavista,TRUE,3
burbank unified,california,0606450,http://www.burbankusd.org,TRUE,1
burlingame elementary,california,0606480,http://www.burlingameschools.org,FALSE,0
burton elementary,california,0606570,http://www.burtonschools.org,FALSE,0
butte county office of education,california,0691002,http://www.bcoe.org,FALSE,0
butte valley unified,california,0606580,http://www.bvalusd.org,FALSE,0
butteville union elementary,california,0606690,http://www.butteville.k12.ca.us/,TRUE,3
buttonwillow union elementary,california,0606720,http://buttonwillowschool.com,FALSE,0
byron union elementary,california,0606750,http://www.byronunionschooldistrict.us,FALSE,0
cabrillo unified,california,0606780,http://www.cabrillo.k12.ca.us,TRUE,5
cajon valley union,california,0606810,http://www.cajonvalley.net,TRUE,5
calaveras county office of education,california,0691003,http://www.ccoe.k12.ca.us,TRUE,1
calaveras unified,california,0606870,http://www.calaveras.k12.ca.us,FALSE,0
calexico unified,california,0606900,http://www2.cusdk12.org,FALSE,0
calipatria unified,california,0606990,http://www.calipatriahornets.org,TRUE,1
calistoga joint unified,california,0607020,http://www.calistogaschools.org,FALSE,0
cambrian,california,0607140,http://www.cambriansd.org,TRUE,7
camino union elementary,california,0607170,http://www.caminoschool.org,TRUE,1
campbell union,california,0607200,http://www.campbellusd.org,TRUE,7
campbell union high,california,0607230,http://www.cuhsd.org,TRUE,3
camptonville elementary,california,0607260,http://www.cville.k12.ca.us,FALSE,0
capistrano unified,california,0607440,http://www.capousd.org,TRUE,3
cardiff elementary,california,0607470,http://www.cardiffschools.com,TRUE,1
carlsbad unified,california,0607500,http://www.carlsbadusd.k12.ca.us,TRUE,1
carmel unified,california,0607530,http://www.carmelunified.org,TRUE,1
carpinteria unified,california,0607560,http://www.cusd.net,FALSE,0
cascade union elementary,california,0607680,http://www.cuesd.com,FALSE,0
castaic union,california,0607740,http://www.castaicusd.com,TRUE,1
castro valley unified,california,0607800,http://www.cv.k12.ca.us,TRUE,3
cayucos elementary,california,0607840,http://sites.google.com/a/cayucosschool.org/cayucos-elementary-school-district/,FALSE,0
center joint unified,california,0607900,http://www.centerusd.org,TRUE,3
centinela valley union high,california,0607920,http://www.centinela.k12.ca.us,TRUE,1
central elementary,california,0607950,http://www.csd-ca.schoolloop.com,TRUE,5
central unified,california,0607970,http://www.centralunified.org,TRUE,1
central union elementary,california,0607980,http://www.central.k12.ca.us/district,FALSE,0
central union high,california,0608010,http://www.cuhsd.net,TRUE,1
centralia elementary,california,0608070,http://www.cesd.us,TRUE,2
ceres unified,california,0608130,http://www.ceres.k12.ca.us,FALSE,0
chaffey joint union high,california,0608160,http://www.cjuhsd.net,TRUE,3
charter oak unified,california,0608190,http://www.cousd.net,TRUE,4
chatom union,california,0608250,http://www.chatom.k12.ca.us,FALSE,0
chawanakee unified,california,0600116,http://www.chawanakee.k12.ca.us,TRUE,1
chicago park elementary,california,0608340,http://www.chicagoparkschool.org,TRUE,1
chico unified,california,0608370,http://www.chicousd.org,TRUE,1
chino valley unified,california,0608460,http://www.chino.k12.ca.us,TRUE,3
chowchilla elementary,california,0608520,http://www.chowchillaelem.k12.ca.us,TRUE,4
chowchilla union high,california,0608550,http://www.chowchillahigh.k12.ca.us,FALSE,0
chula vista elementary,california,0608610,http://www.cvesd.org,TRUE,3
cinnabar elementary,california,0608700,http://www.cinnabar.k12.ca.us,FALSE,0
claremont unified,california,0608760,http://www.cusd.claremont.edu,TRUE,1
clay joint elementary,california,0608850,http://www.clayschool.k12.ca.us,TRUE,1
clear creek elementary,california,0608880,http://www.clearcreekschool.org,FALSE,0
cloverdale unified,california,0608970,http://www.cusd.org,TRUE,1
clovis unified,california,0609030,http://www.cusd.com,TRUE,6
coachella valley unified,california,0609070,http://www.cvusd.us,TRUE,1
coalinga-huron unified,california,0609120,http://www.chusd.org,TRUE,7
coast unified,california,0600049,http://www.coastusd.org,FALSE,0
cold spring elementary,california,0609270,http://www.coldspringschool.net,FALSE,0
colfax elementary,california,0609300,http://www.colfax.k12.ca.us,FALSE,0
college elementary,california,0609330,http://www.collegeschooldistrict.org,TRUE,4
colton joint unified,california,0609390,http://www.colton.k12.ca.us,TRUE,1
columbia elementary,california,0609450,http://www.columbiasd.com,FALSE,0
columbia union,california,0609480,http://www.cusd49.com,TRUE,2
colusa unified,california,0609570,http://www.colusa.k12.ca.us,FALSE,0
compton unified,california,0609620,http://www.compton.k12.ca.us,TRUE,1
conejo valley unified,california,0609640,http://www.conejousd.org,TRUE,3
contra costa county office of education,california,0691005,http://www.cocoschools.org,TRUE,3
corcoran joint unified,california,0609690,http://www.corcoranunified.com,TRUE,1
corning union elementary,california,0609780,http://www.corningelementary.org,TRUE,2
corona-norco unified,california,0609850,http://www.cnusd.k12.ca.us,TRUE,7
coronado unified,california,0609870,http://www.coronadousd.net,TRUE,16
cotati-rohnert park unified,california,0609940,http://www.crpusd.org,TRUE,3
cottonwood union elementary,california,0609990,http://www.cwusd.com,TRUE,1
covina-valley unified,california,0610050,http://www.c-vusd.org,TRUE,6
cucamonga elementary,california,0616300,http://www.cuca.k12.ca.us,TRUE,4
cuddeback union elementary,california,0610230,http://www.humboldt.k12.ca.us/cuddeback_sd,TRUE,2
culver city unified,california,0610260,http://www.ccusd.org,TRUE,1
cupertino union,california,0610290,http://www.cusdk8.org,TRUE,1
curtis creek elementary,california,0610320,http://www.ccreek.k12.ca.us,TRUE,1
cutler-orosi joint unified,california,0610350,http://www.cojusd.org,TRUE,8
cutten elementary,california,0610380,http://www.humboldt.k12.ca.us/cutten_sd,FALSE,0
cypress elementary,california,0610440,http://www.cypsd.org,FALSE,0
davis joint unified,california,0610620,http://www.djusd.net,FALSE,0
del mar union elementary,california,0610740,http://www.dmusd.org,TRUE,12
del norte county office of education,california,0691063,http://www.delnorte.k12.ca.us,TRUE,1
del norte county unified,california,0610770,http://www.delnorte.k12.ca.us,TRUE,1
delano joint union high,california,0610860,http://www.djuhsd.org,TRUE,1
delano union elementary,california,0610890,http://www.duesd.org,TRUE,3
delhi unified,california,0600039,http://www.delhi.k12.ca.us,TRUE,1
di giorgio elementary,california,0611130,http://www.digiorgio.k12.ca.us,FALSE,0
dinuba unified,california,0600065,http://www.dinuba.k12.ca.us,TRUE,3
dixon unified,california,0611280,http://www.dixonusd.org,TRUE,3
dos palos oro loma joint unified,california,0600033,http://www.dpol.net,TRUE,1
downey unified,california,0611460,http://www.dusd.net,TRUE,1
dry creek joint elementary,california,0611490,http://www.drycreek.k12.ca.us,TRUE,1
duarte unified,california,0611520,http://www.duarteusd.org,TRUE,2
dublin unified,california,0600019,http://www.dublinusd.org,TRUE,3
ducor union elementary,california,0611550,http://ducorschool.com,TRUE,1
dunham elementary,california,0611610,http://www.dunhamsd.org,FALSE,0
durham unified,california,0611730,http://www.durhamunified.org,TRUE,1
east nicolaus joint union high,california,0611780,http://www.eastnicolaus.k12.ca.us,FALSE,0
east side union high,california,0611820,http://www.esuhsd.org,TRUE,6
east whittier city elementary,california,0611850,http://www.ewcsd.org,FALSE,0
eastern sierra unified,california,0611870,http://www.esusd.org,FALSE,0
eastside union elementary,california,0611910,http://www.eastsideusd.org,FALSE,0
el centro elementary,california,0612030,http://www.ecesd.org,FALSE,0
el dorado county office of education,california,0691006,http://www.edcoe.org,TRUE,2
el dorado union high,california,0612070,http://www.eduhsd.k12.ca.us,TRUE,1
el monte city,california,0612090,http://www.emcsd.org,TRUE,4
el rancho unified,california,0612180,http://erusd.org,FALSE,0
el tejon unified,california,0600026,http://www.el-tejon.k12.ca.us/,TRUE,1
elk grove unified,california,0612330,http://www.egusd.net,TRUE,1
elk hills elementary,california,0612360,http://www.elkhills.k12.ca.us,TRUE,1
elverta joint elementary,california,0612600,http://www.ejesd.net,FALSE,0
emery unified,california,0612630,http://www.emeryusd.k12.ca.us,TRUE,3
empire union elementary,california,0612690,http://www.empire.k12.ca.us,FALSE,0
encinitas union elementary,california,0612750,http://www.eusd.net,TRUE,9
enterprise elementary,california,0612810,http://www.eesd.net,TRUE,2
escalon unified,california,0612840,http://www.escalonusd.org,TRUE,3
escondido union,california,0612880,http://www.eusd.org,TRUE,1
etiwanda elementary,california,0612960,http://www.etiwanda.k12.ca.us,TRUE,3
eureka city schools,california,0600052,http://www.eurekacityschools.org,TRUE,7
evergreen elementary,california,0613140,http://www.eesd.org,TRUE,2
evergreen union,california,0613170,http://www.evergreenusd.org,TRUE,3
exeter unified,california,0601423,https://www.exeter.k12.ca.us/,TRUE,1
fairfield-suisun unified,california,0613360,http://www.fsusd.org,TRUE,1
fall river joint unified,california,0613470,http://www.frjusd.org,FALSE,0
fallbrook union elementary,california,0613500,http://www.fuesd.org,TRUE,2
fallbrook union high,california,0613530,http://www.fuhsd.net,TRUE,2
farmersville unified,california,0600035,http://www.farmersville.k12.ca.us,FALSE,0
ferndale unified,california,0600037,http://www.ferndalek12.org,FALSE,0
fillmore unified,california,0613800,http://www.fillmoreusd.org,FALSE,0
firebaugh-las deltas unified,california,0613840,http://www.fldusd.org,TRUE,1
folsom-cordova unified,california,0613890,http://www.fcusd.org,TRUE,2
fontana unified,california,0613920,http://www.fusd.net,TRUE,1
foresthill union elementary,california,0613980,http://www.fusd.org,FALSE,0
forestville union elementary,california,0614010,http://www.forestvilleusd.org,TRUE,2
fort bragg unified,california,0614070,http://www.fbusd.us,FALSE,0
fort sage unified,california,0600011,http://fortsage.org/,TRUE,8
fortuna elementary,california,0601420,http://www.humboldt.k12.ca.us/fortuna_sd/,TRUE,3
fortuna union high,california,0614190,http://www.fuhsdistrict.org,FALSE,0
fountain valley elementary,california,0614220,http://www.fvsd.us,TRUE,1
franklin elementary,california,0614340,http://www.franklin.k12.ca.us,FALSE,0
franklin-mckinley elementary,california,0614370,http://www.fmsd.org,TRUE,1
fremont unified,california,0614400,http://www.fremont.k12.ca.us,TRUE,3
fremont union high,california,0614430,http://www.fuhsd.org,TRUE,2
freshwater elementary,california,0614520,http://www.freshwatersd.org,TRUE,3
fresno county office of education,california,0691007,http://www.fcoe.org,TRUE,2
fresno unified,california,0614550,http://www.fresnounified.org,TRUE,4
fullerton elementary,california,0614730,http://www.fullertonsd.org/,FALSE,0
galt joint union elementary,california,0614790,http://www.galt.k12.ca.us,FALSE,0
galt joint union high,california,0614820,http://www.ghsd.k12.ca.us/district,TRUE,2
garden grove unified,california,0614880,http://www.ggusd.us,TRUE,3
garvey elementary,california,0614940,http://www.garvey.k12.ca.us,TRUE,4
gateway unified,california,0614950,http://www.gateway-schools.org,TRUE,3
general shafter elementary,california,0615000,http://www.generalshafter.org,FALSE,0
gerber union elementary,california,0615090,http://www.gerberschool.org,FALSE,0
geyserville unified,california,0615150,http://www.gusd.com,TRUE,1
gilroy unified,california,0615180,http://www.gilroyunified.org,TRUE,3
glendale unified,california,0615240,http://www.gusd.net,FALSE,0
glendora unified,california,0615270,http://www.glendora.k12.ca.us,FALSE,0
glenn county office of education,california,0691008,http://www.glenncoe.org,TRUE,1
golden plains unified,california,0691134,http://www.gpusd.org,TRUE,2
golden valley unified,california,0600068,http://www.gvusd.k12.ca.us,TRUE,1
goleta union elementary,california,0615510,http://www.goleta.k12.ca.us,TRUE,1
gonzales unified,california,0600046,http://www.gonzalesusd.net,TRUE,1
gorman joint,california,0615600,http://gorman.k12.ca.us,FALSE,0
grant elementary,california,0615690,http://www.grantschoolcougars.com,FALSE,0
grass valley elementary,california,0615780,http://www.gvsd.us,TRUE,1
gratton elementary,california,0615810,http://grattonschool.net,TRUE,2
gravenstein union elementary,california,0615840,http://www.grav.k12.ca.us,FALSE,0
greenfield union,california,0616050,http://www.gfusd.net,FALSE,0
greenfield union elementary,california,0616080,http://www.greenfield.k12.ca.us,FALSE,0
grenada elementary,california,0616110,http://grenada.k12.ca.us,FALSE,0
gridley unified,california,0600051,http://www.gusd.org,TRUE,3
grossmont union high,california,0616230,http://www.guhsd.net/,TRUE,3
gustine unified,california,0616323,http://www.gustineusd.org,FALSE,0
hamilton unified,california,0601339,http://www.husdschools.org,TRUE,4
hanford elementary,california,0616470,http://www.hesd.k12.ca.us/,TRUE,2
hanford joint union high,california,0616500,http://www.hjuhsd.k12.ca.us,FALSE,0
happy camp union elementary,california,0616530,http://hces-ca.schoolloop.com/,TRUE,4
happy valley elementary,california,0616560,http://www.hvesd.com,TRUE,3
happy valley union elementary,california,0616570,http://www.hvesd.org,FALSE,0
